scope_type,scope_code,year,property_type,sales,q1_eur_m2,median_eur_m2,q3_eur_m2,reason
commune,35056,2019,Maison,2,,,,support insuffisant : 2 < 15
commune,35056,2020,Maison,7,,,,support insuffisant : 7 < 15
commune,35056,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35056,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35056,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35056,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35056,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35057,2014,Maison,6,,,,support insuffisant : 6 < 15
commune,35057,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35057,2016,Maison,5,,,,support insuffisant : 5 < 15
commune,35057,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35057,2018,Maison,13,,,,support insuffisant : 13 < 15
commune,35057,2019,Maison,11,,,,support insuffisant : 11 < 15
commune,35057,2020,Maison,15,1011.0,1348.0,1618.0,
commune,35057,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35057,2022,Maison,7,,,,support insuffisant : 7 < 15
commune,35057,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35057,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35057,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35058,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35058,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35058,2016,Maison,13,,,,support insuffisant : 13 < 15
commune,35058,2017,Maison,14,,,,support insuffisant : 14 < 15
commune,35058,2018,Maison,14,,,,support insuffisant : 14 < 15
commune,35058,2019,Maison,12,,,,support insuffisant : 12 < 15
commune,35058,2020,Maison,13,,,,support insuffisant : 13 < 15
commune,35058,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35058,2022,Maison,8,,,,support insuffisant : 8 < 15
commune,35058,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35058,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35058,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35059,2014,Maison,18,2130.0,2239.0,2677.0,
commune,35059,2015,Maison,25,1875.0,2190.0,2489.0,
commune,35059,2016,Maison,31,1850.0,2162.0,2538.0,
commune,35059,2017,Appartement,1,,,,support insuffisant : 1 < 15
commune,35059,2017,Maison,31,2100.0,2343.0,2590.0,
commune,35059,2018,Maison,30,2216.0,2423.0,2670.0,
commune,35059,2019,Maison,28,2207.0,2342.0,2760.0,
commune,35059,2020,Appartement,1,,,,support insuffisant : 1 < 15
commune,35059,2020,Maison,29,2408.0,2646.0,3000.0,
commune,35059,2021,Maison,31,2707.0,3013.0,3212.0,
commune,35059,2022,Maison,22,2957.0,3234.0,3478.0,
commune,35059,2023,Appartement,3,,,,support insuffisant : 3 < 15
commune,35059,2023,Maison,29,2830.0,3215.0,3412.0,
commune,35059,2024,Appartement,2,,,,support insuffisant : 2 < 15
commune,35059,2024,Maison,22,2660.0,2907.0,3280.0,
commune,35059,2025,Appartement,6,,,,support insuffisant : 6 < 15
commune,35059,2025,Maison,35,2740.0,3000.0,3312.0,
commune,35060,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35060,2015,Maison,13,,,,support insuffisant : 13 < 15
commune,35060,2016,Maison,1,,,,support insuffisant : 1 < 15
commune,35060,2017,Maison,7,,,,support insuffisant : 7 < 15
commune,35060,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35060,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35060,2020,Maison,10,,,,support insuffisant : 10 < 15
commune,35060,2021,Maison,10,,,,support insuffisant : 10 < 15
commune,35060,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35060,2023,Maison,5,,,,support insuffisant : 5 < 15
commune,35060,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35060,2025,Maison,9,,,,support insuffisant : 9 < 15
commune,35061,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35061,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35061,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35061,2018,Maison,4,,,,support insuffisant : 4 < 15
commune,35061,2019,Maison,6,,,,support insuffisant : 6 < 15
commune,35061,2020,Maison,1,,,,support insuffisant : 1 < 15
commune,35061,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35061,2022,Maison,9,,,,support insuffisant : 9 < 15
commune,35061,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35061,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35062,2014,Maison,7,,,,support insuffisant : 7 < 15
commune,35062,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35062,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35062,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35062,2018,Maison,6,,,,support insuffisant : 6 < 15
commune,35062,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35062,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35062,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35062,2022,Maison,10,,,,support insuffisant : 10 < 15
commune,35062,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35062,2024,Maison,11,,,,support insuffisant : 11 < 15
commune,35062,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35063,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35063,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35063,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35063,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35063,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35063,2019,Maison,5,,,,support insuffisant : 5 < 15
commune,35063,2020,Maison,3,,,,support insuffisant : 3 < 15
commune,35063,2021,Maison,4,,,,support insuffisant : 4 < 15
commune,35063,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35063,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35063,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35063,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35064,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35064,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35064,2016,Maison,9,,,,support insuffisant : 9 < 15
commune,35064,2017,Maison,12,,,,support insuffisant : 12 < 15
commune,35064,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35064,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35064,2020,Maison,13,,,,support insuffisant : 13 < 15
commune,35064,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35064,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35064,2023,Maison,10,,,,support insuffisant : 10 < 15
commune,35064,2024,Maison,2,,,,support insuffisant : 2 < 15
commune,35064,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35065,2014,Maison,11,,,,support insuffisant : 11 < 15
commune,35065,2015,Maison,12,,,,support insuffisant : 12 < 15
commune,35065,2016,Maison,11,,,,support insuffisant : 11 < 15
commune,35065,2017,Maison,10,,,,support insuffisant : 10 < 15
commune,35065,2018,Maison,15,1655.0,1944.0,2073.0,
commune,35065,2019,Maison,22,1821.0,1981.0,2171.0,
commune,35065,2020,Maison,17,1772.0,2250.0,2545.0,
commune,35065,2021,Maison,18,2129.0,2393.0,2611.0,
commune,35065,2022,Maison,13,,,,support insuffisant : 13 < 15
commune,35065,2023,Maison,14,,,,support insuffisant : 14 < 15
commune,35065,2024,Maison,8,,,,support insuffisant : 8 < 15
commune,35065,2025,Maison,15,2246.0,2527.0,2972.0,
commune,35066,2014,Appartement,2,,,,support insuffisant : 2 < 15
commune,35066,2014,Maison,26,2136.0,2311.0,2427.0,
commune,35066,2015,Appartement,2,,,,support insuffisant : 2 < 15
commune,35066,2015,Maison,27,1760.0,2000.0,2353.0,
commune,35066,2016,Appartement,4,,,,support insuffisant : 4 < 15
commune,35066,2016,Maison,38,2079.0,2326.0,2622.0,
commune,35066,2017,Appartement,5,,,,support insuffisant : 5 < 15
commune,35066,2017,Maison,28,1995.0,2328.0,2663.0,
commune,35066,2018,Appartement,10,,,,support insuffisant : 10 < 15
commune,35066,2018,Maison,45,1949.0,2323.0,2769.0,
commune,35066,2019,Appartement,2,,,,support insuffisant : 2 < 15
commune,35066,2019,Maison,48,2272.0,2450.0,2818.0,
commune,35066,2020,Appartement,7,,,,support insuffisant : 7 < 15
commune,35066,2020,Maison,37,2207.0,2500.0,2722.0,
commune,35066,2021,Appartement,2,,,,support insuffisant : 2 < 15
commune,35066,2021,Maison,25,2450.0,2895.0,3053.0,
commune,35066,2022,Appartement,3,,,,support insuffisant : 3 < 15
commune,35066,2022,Maison,33,2684.0,2982.0,3183.0,
commune,35066,2023,Maison,32,2787.0,3076.0,3427.0,
commune,35066,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35066,2024,Maison,22,2571.0,2768.0,2959.0,
commune,35066,2025,Appartement,8,,,,support insuffisant : 8 < 15
commune,35066,2025,Maison,36,2456.0,2837.0,3004.0,
commune,35067,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35067,2015,Maison,11,,,,support insuffisant : 11 < 15
commune,35067,2016,Maison,13,,,,support insuffisant : 13 < 15
commune,35067,2017,Maison,9,,,,support insuffisant : 9 < 15
commune,35067,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35067,2019,Maison,16,1667.0,1882.0,2294.0,
commune,35067,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35067,2021,Maison,9,,,,support insuffisant : 9 < 15
commune,35067,2022,Maison,10,,,,support insuffisant : 10 < 15
commune,35067,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35067,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35067,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35068,2014,Maison,40,1656.0,1813.0,1989.0,
commune,35068,2015,Appartement,1,,,,support insuffisant : 1 < 15
commune,35068,2015,Maison,48,1502.0,1721.0,1924.0,
commune,35068,2016,Maison,47,1624.0,1828.0,2036.0,
commune,35068,2017,Appartement,10,,,,support insuffisant : 10 < 15
commune,35068,2017,Maison,57,1678.0,1935.0,2206.0,
commune,35068,2018,Appartement,1,,,,support insuffisant : 1 < 15
commune,35068,2018,Maison,46,1690.0,1949.0,2126.0,
commune,35068,2019,Appartement,3,,,,support insuffisant : 3 < 15
commune,35068,2019,Maison,48,1876.0,2047.0,2224.0,
commune,35068,2020,Appartement,2,,,,support insuffisant : 2 < 15
commune,35068,2020,Maison,53,1989.0,2153.0,2500.0,
commune,35068,2021,Maison,36,2196.0,2430.0,2632.0,
commune,35068,2022,Appartement,3,,,,support insuffisant : 3 < 15
commune,35068,2022,Maison,40,2334.0,2560.0,2875.0,
commune,35068,2023,Appartement,2,,,,support insuffisant : 2 < 15
commune,35068,2023,Maison,41,2133.0,2700.0,2907.0,
commune,35068,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35068,2024,Maison,27,2190.0,2438.0,2706.0,
commune,35068,2025,Appartement,2,,,,support insuffisant : 2 < 15
commune,35068,2025,Maison,35,2162.0,2578.0,2942.0,
commune,35069,2014,Appartement,5,,,,support insuffisant : 5 < 15
commune,35069,2014,Maison,44,1887.0,2114.0,2419.0,
commune,35069,2015,Appartement,4,,,,support insuffisant : 4 < 15
commune,35069,2015,Maison,56,2011.0,2119.0,2313.0,
commune,35069,2016,Appartement,7,,,,support insuffisant : 7 < 15
commune,35069,2016,Maison,45,1746.0,1957.0,2209.0,
commune,35069,2017,Appartement,7,,,,support insuffisant : 7 < 15
commune,35069,2017,Maison,75,1721.0,1992.0,2241.0,
commune,35069,2018,Appartement,10,,,,support insuffisant : 10 < 15
commune,35069,2018,Maison,77,1889.0,2200.0,2509.0,
commune,35069,2019,Appartement,4,,,,support insuffisant : 4 < 15
commune,35069,2019,Maison,81,1967.0,2317.0,2579.0,
commune,35069,2020,Appartement,1,,,,support insuffisant : 1 < 15
commune,35069,2020,Maison,92,1870.0,2268.0,2560.0,
commune,35069,2021,Appartement,5,,,,support insuffisant : 5 < 15
commune,35069,2021,Maison,83,2339.0,2534.0,2875.0,
commune,35069,2022,Appartement,4,,,,support insuffisant : 4 < 15
commune,35069,2022,Maison,63,2579.0,2896.0,3140.0,
commune,35069,2023,Appartement,6,,,,support insuffisant : 6 < 15
commune,35069,2023,Maison,53,2594.0,2863.0,3102.0,
commune,35069,2024,Maison,63,2335.0,2771.0,3071.0,
commune,35069,2025,Appartement,2,,,,support insuffisant : 2 < 15
commune,35069,2025,Maison,54,2529.0,2835.0,3075.0,
commune,35070,2014,Maison,6,,,,support insuffisant : 6 < 15
commune,35070,2015,Maison,11,,,,support insuffisant : 11 < 15
commune,35070,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35070,2017,Appartement,1,,,,support insuffisant : 1 < 15
commune,35070,2017,Maison,19,1705.0,1774.0,2005.0,
commune,35070,2018,Appartement,2,,,,support insuffisant : 2 < 15
commune,35070,2018,Maison,19,1355.0,1804.0,2010.0,
commune,35070,2019,Maison,25,1354.0,1667.0,1833.0,
commune,35070,2020,Maison,16,1616.0,1791.0,1911.0,
commune,35070,2021,Maison,13,,,,support insuffisant : 13 < 15
commune,35070,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35070,2022,Maison,21,1981.0,2329.0,2571.0,
commune,35070,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35070,2023,Maison,9,,,,support insuffisant : 9 < 15
commune,35070,2024,Maison,13,,,,support insuffisant : 13 < 15
commune,35070,2025,Appartement,2,,,,support insuffisant : 2 < 15
commune,35070,2025,Maison,14,,,,support insuffisant : 14 < 15
commune,35071,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35071,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35071,2016,Maison,4,,,,support insuffisant : 4 < 15
commune,35071,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35071,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35071,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35071,2020,Maison,2,,,,support insuffisant : 2 < 15
commune,35071,2021,Maison,1,,,,support insuffisant : 1 < 15
commune,35071,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35071,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35072,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35072,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35072,2016,Maison,13,,,,support insuffisant : 13 < 15
commune,35072,2017,Maison,13,,,,support insuffisant : 13 < 15
commune,35072,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35072,2019,Maison,6,,,,support insuffisant : 6 < 15
commune,35072,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35072,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35072,2022,Maison,6,,,,support insuffisant : 6 < 15
commune,35072,2023,Maison,9,,,,support insuffisant : 9 < 15
commune,35072,2024,Maison,9,,,,support insuffisant : 9 < 15
commune,35072,2025,Maison,14,,,,support insuffisant : 14 < 15
commune,35075,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35075,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35075,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35075,2017,Maison,4,,,,support insuffisant : 4 < 15
commune,35075,2018,Maison,4,,,,support insuffisant : 4 < 15
commune,35075,2019,Maison,6,,,,support insuffisant : 6 < 15
commune,35075,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35075,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35075,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35075,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35075,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35076,2014,Appartement,1,,,,support insuffisant : 1 < 15
commune,35076,2014,Maison,10,,,,support insuffisant : 10 < 15
commune,35076,2015,Maison,18,1863.0,1947.0,2030.0,
commune,35076,2016,Appartement,2,,,,support insuffisant : 2 < 15
commune,35076,2016,Maison,32,1702.0,1977.0,2188.0,
commune,35076,2017,Appartement,2,,,,support insuffisant : 2 < 15
commune,35076,2017,Maison,24,1858.0,1980.0,2071.0,
commune,35076,2018,Appartement,10,,,,support insuffisant : 10 < 15
commune,35076,2018,Maison,30,1808.0,2071.0,2313.0,
commune,35076,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35076,2019,Maison,22,1809.0,2177.0,2434.0,
commune,35076,2020,Appartement,2,,,,support insuffisant : 2 < 15
commune,35076,2020,Maison,34,1895.0,2284.0,2568.0,
commune,35076,2021,Appartement,1,,,,support insuffisant : 1 < 15
commune,35076,2021,Maison,26,2243.0,2560.0,2974.0,
commune,35076,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35076,2022,Maison,36,2218.0,2748.0,3028.0,
commune,35076,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35076,2023,Maison,23,2625.0,2875.0,3314.0,
commune,35076,2024,Maison,26,2293.0,2720.0,3083.0,
commune,35076,2025,Maison,9,,,,support insuffisant : 9 < 15
commune,35077,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35077,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35077,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35077,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35077,2020,Maison,1,,,,support insuffisant : 1 < 15
commune,35077,2021,Maison,4,,,,support insuffisant : 4 < 15
commune,35077,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35077,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35077,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35078,2014,Maison,7,,,,support insuffisant : 7 < 15
commune,35078,2015,Maison,6,,,,support insuffisant : 6 < 15
commune,35078,2016,Maison,7,,,,support insuffisant : 7 < 15
commune,35078,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35078,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35078,2019,Maison,3,,,,support insuffisant : 3 < 15
commune,35078,2020,Maison,16,1167.0,1594.0,1932.0,
commune,35078,2021,Maison,4,,,,support insuffisant : 4 < 15
commune,35078,2022,Maison,12,,,,support insuffisant : 12 < 15
commune,35078,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35078,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35078,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35079,2014,Appartement,1,,,,support insuffisant : 1 < 15
commune,35079,2014,Maison,9,,,,support insuffisant : 9 < 15
commune,35079,2015,Maison,6,,,,support insuffisant : 6 < 15
commune,35079,2016,Maison,10,,,,support insuffisant : 10 < 15
commune,35079,2017,Maison,11,,,,support insuffisant : 11 < 15
commune,35079,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35079,2019,Maison,16,2224.0,2436.0,2573.0,
commune,35079,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35079,2021,Maison,16,2719.0,2898.0,3366.0,
commune,35079,2022,Maison,11,,,,support insuffisant : 11 < 15
commune,35079,2023,Maison,12,,,,support insuffisant : 12 < 15
commune,35079,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35079,2025,Maison,13,,,,support insuffisant : 13 < 15
commune,35080,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35080,2015,Maison,12,,,,support insuffisant : 12 < 15
commune,35080,2016,Maison,14,,,,support insuffisant : 14 < 15
commune,35080,2017,Maison,19,1576.0,1933.0,2134.0,
commune,35080,2018,Maison,15,1835.0,2048.0,2151.0,
commune,35080,2019,Maison,25,1558.0,1893.0,2326.0,
commune,35080,2020,Maison,29,1824.0,2059.0,2290.0,
commune,35080,2021,Maison,26,2052.0,2361.0,2598.0,
commune,35080,2022,Maison,15,2128.0,2523.0,2740.0,
commune,35080,2023,Maison,16,1852.0,2366.0,2778.0,
commune,35080,2024,Maison,8,,,,support insuffisant : 8 < 15
commune,35080,2025,Maison,22,2332.0,2532.0,2671.0,
commune,35081,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35081,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35081,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35081,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35081,2020,Maison,8,,,,support insuffisant : 8 < 15
commune,35081,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35081,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35081,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35081,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35081,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35082,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35082,2015,Maison,4,,,,support insuffisant : 4 < 15
commune,35082,2016,Maison,8,,,,support insuffisant : 8 < 15
commune,35082,2017,Maison,12,,,,support insuffisant : 12 < 15
commune,35082,2018,Appartement,1,,,,support insuffisant : 1 < 15
commune,35082,2018,Maison,7,,,,support insuffisant : 7 < 15
commune,35082,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35082,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35082,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35082,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35082,2022,Maison,7,,,,support insuffisant : 7 < 15
commune,35082,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35082,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35082,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35084,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35084,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35084,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35084,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35084,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35084,2019,Maison,3,,,,support insuffisant : 3 < 15
commune,35084,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35084,2021,Maison,5,,,,support insuffisant : 5 < 15
commune,35084,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35085,2014,Maison,17,1364.0,1485.0,1789.0,
commune,35085,2015,Appartement,2,,,,support insuffisant : 2 < 15
commune,35085,2015,Maison,25,1477.0,1617.0,1892.0,
commune,35085,2016,Maison,24,1335.0,1538.0,1909.0,
commune,35085,2017,Appartement,2,,,,support insuffisant : 2 < 15
commune,35085,2017,Maison,27,1467.0,1667.0,2013.0,
commune,35085,2018,Appartement,3,,,,support insuffisant : 3 < 15
commune,35085,2018,Maison,21,1337.0,1821.0,2045.0,
commune,35085,2019,Appartement,3,,,,support insuffisant : 3 < 15
commune,35085,2019,Maison,26,1621.0,1865.0,2037.0,
commune,35085,2020,Appartement,2,,,,support insuffisant : 2 < 15
commune,35085,2020,Maison,21,1665.0,1837.0,2188.0,
commune,35085,2021,Appartement,1,,,,support insuffisant : 1 < 15
commune,35085,2021,Maison,29,1866.0,2059.0,2400.0,
commune,35085,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35085,2022,Maison,21,1458.0,2277.0,2773.0,
commune,35085,2023,Maison,24,2071.0,2772.0,3127.0,
commune,35085,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35085,2024,Maison,21,2258.0,2375.0,2766.0,
commune,35085,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35085,2025,Maison,29,2300.0,2573.0,3119.0,
commune,35086,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35086,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35086,2016,Maison,4,,,,support insuffisant : 4 < 15
commune,35086,2017,Maison,4,,,,support insuffisant : 4 < 15
commune,35086,2018,Maison,4,,,,support insuffisant : 4 < 15
commune,35086,2019,Maison,2,,,,support insuffisant : 2 < 15
commune,35086,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35086,2021,Maison,4,,,,support insuffisant : 4 < 15
commune,35086,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35086,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35086,2024,Maison,2,,,,support insuffisant : 2 < 15
commune,35086,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35087,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35087,2015,Maison,4,,,,support insuffisant : 4 < 15
commune,35087,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35087,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35087,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35087,2019,Maison,2,,,,support insuffisant : 2 < 15
commune,35087,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35087,2021,Maison,8,,,,support insuffisant : 8 < 15
commune,35087,2022,Maison,2,,,,support insuffisant : 2 < 15
commune,35087,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35087,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35087,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35088,2014,Appartement,1,,,,support insuffisant : 1 < 15
commune,35088,2014,Maison,19,1555.0,1699.0,1933.0,
commune,35088,2015,Appartement,4,,,,support insuffisant : 4 < 15
commune,35088,2015,Maison,16,1183.0,1805.0,2077.0,
commune,35088,2016,Maison,20,1531.0,1715.0,1978.0,
commune,35088,2017,Appartement,1,,,,support insuffisant : 1 < 15
commune,35088,2017,Maison,25,1726.0,1986.0,2203.0,
commune,35088,2018,Maison,19,1305.0,1817.0,2182.0,
commune,35088,2019,Appartement,6,,,,support insuffisant : 6 < 15
commune,35088,2019,Maison,23,1708.0,1856.0,2033.0,
commune,35088,2020,Appartement,2,,,,support insuffisant : 2 < 15
commune,35088,2020,Maison,41,1786.0,2049.0,2406.0,
commune,35088,2021,Appartement,2,,,,support insuffisant : 2 < 15
commune,35088,2021,Maison,27,1854.0,2336.0,2694.0,
commune,35088,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35088,2022,Maison,22,1888.0,2221.0,2882.0,
commune,35088,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35088,2023,Maison,16,2112.0,2377.0,2791.0,
commune,35088,2024,Maison,10,,,,support insuffisant : 10 < 15
commune,35088,2025,Maison,14,,,,support insuffisant : 14 < 15
commune,35089,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35089,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35089,2017,Maison,2,,,,support insuffisant : 2 < 15
commune,35089,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35089,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35089,2020,Maison,3,,,,support insuffisant : 3 < 15
commune,35089,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35089,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35089,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35089,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35090,2014,Maison,21,1453.0,1557.0,1678.0,
commune,35090,2015,Maison,15,1447.0,1626.0,1920.0,
commune,35090,2016,Maison,14,,,,support insuffisant : 14 < 15
commune,35090,2017,Appartement,1,,,,support insuffisant : 1 < 15
commune,35090,2017,Maison,23,1552.0,1692.0,1949.0,
commune,35090,2018,Maison,15,1449.0,1656.0,1867.0,
commune,35090,2019,Maison,35,1543.0,1770.0,1950.0,
commune,35090,2020,Maison,20,1490.0,1673.0,2072.0,
commune,35090,2021,Maison,23,1721.0,2065.0,2434.0,
commune,35090,2022,Maison,25,2029.0,2238.0,2557.0,
commune,35090,2023,Maison,13,,,,support insuffisant : 13 < 15
commune,35090,2024,Maison,17,2205.0,2355.0,2581.0,
commune,35090,2025,Maison,22,2363.0,2438.0,2720.0,
commune,35091,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35091,2015,Maison,4,,,,support insuffisant : 4 < 15
